URL,Coin,Symbol,Market
ico.ecex.exchange,,ZIG,"Investment and Trading,Smart Contract"
dlbx.io,,DLBX,Platform
tnb.fund,,TNB,Decentralized Marketplace/Commerce
energitoken.com,,ETK,Energy and Utilities
clearcoin.co,,CLR,Blockchain Service
earth-token.com,,EARTH,Decentralized Marketplace/Commerce
mindsports.io,,MIND,"Events & Entertainment,Gaming Currencies"
reftoken.io,,REF,AI
galaxy-esolutions.com,,GES,"Retail,Decentralized Marketplace/Commerce"
spectre.ai,,SPEC,Investment and Trading
briskpass.com,,BSK,Transportation/Logistics/Supply Chain
neufund.org,,NEU,"Crowdfunding/Crowdsourcing,Investment and Trading"
oracles.org,,POA,Smart Contract
trive.news,,TRV,Media/News/Content
quantstamp.com,,QSP,Security and Protection
sugar.lgbt,,LGBiT,"Platform,Cryptocurrency,Investment and Trading"
exsulcoin.com,,XUL,Education
tetarise.com,,TTR,Travel and Tourism
charg.io,,CHARG,Internet and Infrastructure
smartone.legal,,LGL,Legal
freedomstreaming.io,,FDM,Social Media
binary.com,,BINARY,Prediction Market Platforms
rafl.network,,RFL,Gambling
crassula.io,,CRAT,Payment Systems
ai-x.ai,,ATX,AI
token-sale.moyanetworks.com,,MTK,Crowdfunding/Crowdsourcing
ilcoincrypto.com,,ILCT,Financial Services
cryptonetix.com,,CNX,"Education,Investment and Trading"
ito.publiq.network,,PBQ,Social Media
astratoken.com,,AST,Sharing Economy: Distributed Computing
coincrowd.it,,XCC,Platform
crowdpainting.com,,INK,Identity Protection/Privacy/Reputation
aphelion.org,,NEO,Investment and Trading
etherecash.io,,ECH,Financial Services
egaas.org,,EGS,DAOs
finom.io,,FIN,Financial Services
dmarket.io,,DMT,Mining and Staking
nuggets.tokenhub.com,,NUGS,"Platform,Software Development"
trippki.com,,TRIP,Travel and Tourism
tokenbox.io,,TBX,Investment and Trading
ico.loanbit.org,,LBT,Gambling
fortyseven.io,,FSBT,Financial Services
number1dime.org,,N1D,Cryptocurrency
sharpe.capital,,SHP,Drugs & Healthcare
adpump.io,,ADP,Decentralized Marketplace/Commerce
genieico.net,,CGCOIN,Financial Services
genieico.net,,CGCOIN,Financial Services
pulsarico.com,,PVC,Investment and Trading
napoleonx.ai,,NPX,Investment and Trading
avesta.io,,AVE,Investment and Trading
earthdollar.org,,ETH,"Currency: Regional,Energy and Utilities"
battleball.io,,BB,Sports
ico.stubba.com,,STUB,Events & Entertainment
monaize.com,,MNZ,Financial Services
bopti.io,,BOPTI,Social Media
arker.io,,ARKER,Events & Entertainment
liveshow.io,,LST,Social Media
linkeye.com,,LET,Financial Services
starbase.co,,STAR,"Crowdfunding/Crowdsourcing,Investment and Trading"
stayawhile.com,,STAY,Real Estate
remechain.io,,iRMC,Decentralized Marketplace/Commerce
ccore.io,,CCO,Payment Systems
indahash.com,,IDH,Marketing & Social Influencer
jboxcoin.org,,JBOX,"Platform,Events & Entertainment,Cryptocurrency,Media/News/Content"
ico.playmarket.io,,PMT,Identity Protection/Privacy/Reputation
lordmancer2.io,,LC,"Events & Entertainment,Gaming Currencies"
stormtoken.com,,STORM,"Virtual Reality,Gaming Currencies"
leverj.io,,LEV,Investment and Trading
tokensale.geens.com,,GEE,"Computing,AI,Data"
trade.io,,TIO,Investment and Trading
dimnd.io,,DIMND,Financial Services
cashaa.com,,CAS,Financial Services
wishfinance.com,,WSH,Financial Services
tokensale.skrilla.com,,SKR,"Sports,Events & Entertainment"
prosume.io,,PEF,Energy and Utilities
carderion.com,,CRD,Decentralized Exchanges
inspeer.io,,INSP,Financial Services
bank4you.io,,B4U,Financial Services
appcoins.io,,APPC,Software Development
liquid.plus,,QASH,Investment and Trading
fidentiax.com,,fdX,Insurance
tsstoken.com,,TSS,Cryptosecurity
skytale.tech,,SKT,"Platform,Internet and Infrastructure"
bondkick.com,,XBK,Financial Services
connectius.com,,CNT,"Retail,Decentralized Marketplace/Commerce"
naked.technology,,NKD,Investment and Trading
engraved.tech,,EGR,Registration and Authenticity
bitcad.me,,BCD,Enterprise Apps
careerxon.com,,CRN,HR and Job Market
vezt.co,,VZT,AI
token.nebeus.com,,NBTK,Financial Services
gtcoin.co,,GTC,"Virtual Reality,Gaming Currencies"
utrust.io,,ETH,"Currency: Regional,Energy and Utilities"
hut34.io,,ENT,Sharing Economy: Data Storage
totum.in,,TOTUM,Events & Entertainment
securitypluscloud.com,,SPC,Software Development
confideal.io,,CDL,Financial Services
darfchain.com,,DARF,Investment and Trading
payfair.io,,PFR,Transaction Fees
viuly.com,,VIU,"Events & Entertainment,Media/News/Content"
levelnet.co,,LVL,Internet and Infrastructure
publica.io,,PBL,Social Media
globitexico.com,,GBX,Decentralized Exchanges
ico.crowdholding.com,,YUP,Communications/Mobile
rocketico.io,,ROCK,Investment and Trading
gladius.io,,GLA,Security and Protection
lucyd.co,,LCD,"Events & Entertainment,Virtual Reality,Gaming Currencies"
algo.land,,PLM,Manufacturing
districts.io,,3DC,Virtual Reality
tombet.io,,TOM,Gambling
inclusivity.network,,PEOPLE,Financial Services
saveunicoins.com,,UCN,Cryptocurrency
cysmining.com,,CYS,Rewards Programs
blockstack.org,,STX,Real Estate
artcoinfund.com,,ACF,Investment and Trading
esports.com,,ERT,Internet and Infrastructure
proofsuite.com,,PRFT,
delphi.systems,,PHI,"AI,Legal,Data,Investment and Trading"
smartmesh.io,,SMT,Energy and Utilities
rockchain.org,,ROK,Social Media
icocrazyshapes.com,,CZC,Gaming Currencies
xred.co,,XRED,Real Estate
finom.io,,FIN,Financial Services
ico.setcoins.io,,SET,Decentralized Exchanges
volk.fund,,VOLK,Platform
ventureon.hypercube.fund,,VNN,Payment Systems
javvy.com,,JVY,Decentralized Exchanges
energizium.com,,ENGZ,
ucot.world,,UCT,Transportation/Logistics/Supply Chain
tokenfunder.com,,FNDR,
bnsys.io,,BNS,AI
brickblock.io,,BBT,Rewards Programs
bonpay.com,,Bonpay,Financial Services
ico.wcex.co,,WCX,Investment and Trading
token.munchee.io,,MUN,
hagglin.com,,RNT,Real Estate
protos.tokenhub.com,,PRTS,Investment and Trading
hacken.io,,HKN,Cryptocurrency
zempa.io,,DEX,Cryptocurrency
bremtoken.io,,BRE,Investment and Trading
crypterium.io,,CRYPT,Financial Services
pareto.network,,PXT,Social Media
stktoken.com,,STK,Cryptocurrency
finles.capital,,FNDC,
coppay.io,,COP,Payment Systems
carblox.io,,CRX,Digital Asset
globalbank.io,,BANK,Financial Services
gridplus.io,,GRID,DAOs
lh-crypto.io,,LHC,Investment and Trading
polyswarm.io,,NCT,Security and Protection
lydian.io,,LDN,Marketing & Social Influencer
tokensale.snov.io,,SNOV,Platform
credo-cf.com,,CREDO,Financial Services
datum.org,,DAT,Decentralized Marketplace/Commerce
lockchain.co,,LOC,Decentralized Marketplace/Commerce
lamden.io,,TAU,DAOs
stockbet.com,,XSB,Gambling
gamemachine.io,,GMIT,Events & Entertainment
globaljobcoin.com,,GJC,Platform
ico.moirai.io,,MOI,Prediction Market Platforms
vevue.com,,VEVUE,Social Media
diviproject.org,,DIVX,Decentralized Marketplace/Commerce
speedmining.jp,,SMS,"Platform,Cryptocurrency"
cashpokerpro.io,,CASH,Gambling
silentnotary.com,,SNTR,Registration and Authenticity
ico.inchain.io,,INC,
lastwill.io,,PRL,
mercuryprotocol.com,,GMT,Investment and Trading
verif-y.io,,VFY,"Platform,Software Development"
zeus-token.io,,ZET,Mining and Staking
mywish.io,,TM-WISH,DAOs
guts.tickets,,GET,"Agriculture, Drugs & Healthcare"
algebraixdata.com,,ALX,Events & Entertainment
flixxo.com,,FLIXX,"Events & Entertainment,Social Media"
vacc.io,,VAC,"Platform,Events & Entertainment"
qchain.co,,EQC,Communications/Mobile
moneytree.social,,TREE,Social Media
dopameme.io,,DMT,Mining and Staking
sensetoken.com,,SENSE,"Network,Communications/Mobile,DAOs"
wireline.io,,WRL,Platform
happiestatwork.eu,,HAW,"HR and Job Market,Decentralized Marketplace/Commerce"
safechildfuture.com,,SCF,Transportation/Logistics/Supply Chain
acuitty.io,,ACT,Professional Services
wandx.co,,WAND,Financial Services
oyster.ws,,PRL,
swarm.fund,,SWARM,"Financial Services,Investment and Trading"
cccoin.io,,CCC,
synapse.ai,,SYN,"Computing,AI,Data,Internet and Infrastructure"
zap.store,,ZAP,DAOs
blockbid.com.au,,BID,Asset Tokenization
tge.karmainternational.com,,KIT,DAOs
cryder.io,,CDT,Sharing Economy: Other
sisa.fund,,SISA,Investment and Trading
medibond.io,,MEDI,Drugs & Healthcare
multibot.io,,MBT,Prediction Market Platforms
armorceramics.co,,ACR,Transportation/Logistics/Supply Chain
privatix.io,,PRIX,"Network,Communications/Mobile"
biq.burstiq.com,,BIQ,Drugs & Healthcare
mirocana.com,,MIRO,AI
prosense.tv,,VRP,Events & Entertainment
hydrominer.org,,H2O,Cryptocurrency
micromoney.io,,AMM,Financial Services
ibuildapp.io,,IBA,Platform
miniapps.pro,,MAT,DAOs
rhovit.info,,Rbit,Social Media
raiden.network,,RDN,Internet and Infrastructure
getkevin.io,,KVT,Financial Services
copico.io,,XCPO,Investment and Trading
hostcoin.io,,HOST,"Internet and Infrastructure,Software Development"
ripiocredit.network,,RCN,Financial Services
horizonstate.com,,HST,DAOs
crederoom.com,,CDRT,Financial Services
ico.eloplay.com,,ELT,"Events & Entertainment,Sports"
crypto20.com,,C20,Investment and Trading
investors.echat.io,,ECHT,Communications/Mobile
tokensale.assetron.energy,,ASTRN,Energy and Utilities
pally.co,,PAL,Travel and Tourism
openzen.co,,ZNT,Social Media
genesis.vision,,GVT,"Financial Services,Investment and Trading"
battletitans.io,,BTT,Financial Services
polkadot.io,,DOT,"Currency: Anonymous,DAOs"
alloy.rewards.network,,ALLOY,Rewards Programs
paypie.com,,PPP,Financial Services
bitproperty.io,,BTP,"Real Estate,Investment and Trading"
rega.life,,RST,Insurance
medcredits.io,,MEDX,Drugs & Healthcare
cryptoalias.io,,ALS,Identity Protection/Privacy/Reputation
rilcoin.io,,RILTOKEN,"Platform,Cryptocurrency"
eggsdc.com,,EGS,DAOs
likei.co,,LIKE,Real Estate
indigoracing.org,,INDIGO,Sports
worldcore.com,,WRC,Financial Services
request.network,,REQ,Financial Services
valus.one,,VLS,Real Estate
blockv.io,,VEE,Decentralized Marketplace/Commerce
papyrus.global,,PRP,Social Media
exxor.org,,EXX,
paycent.com,,PYN,Financial Services
big.foundation,,BIG,Internet and Infrastructure
eroscoin.org,,ERO,Payment Systems
redemption.cloud,,BUZZ,Decentralized Marketplace/Commerce
qvolta.com,,QVT,"Financial Services,Investment and Trading"
vrcoin.info,,VRT,Events & Entertainment
airswap.io,,AST,Sharing Economy: Distributed Computing
aaacoin.us,,AAA,Financial Services
en.openlongevity.io,,YEAR,Drugs & Healthcare
ico.anna-mirror.com,,ANNA,IoT
a-token.io,,ATKN,Investment and Trading
game.com,,GTC,"Virtual Reality,Gaming Currencies"
bitboost.net,,BBT,Rewards Programs
notary-platform.com,,NTRY,Platform
wordcoin.io,,WORDCOIN,"Platform,Cryptocurrency"
wax.io,,WAX,Gaming Currencies
chaintrade.net,,CTC,Decentralized Marketplace/Commerce
science.tokenhub.com,,SCI,Crowdfunding/Crowdsourcing
fiinu.com,,FNU,Financial Services
biocoin.bio,,BIO,Ad Tech
coin.red-pulse.com,,RPX,Security and Protection
mavin.network,,MVN,Platform
dimensions.network,,STC,Investment and Trading
amltoken.com,,ATK,Decentralized Marketplace/Commerce
vimarket.io,,VIT,Retail
zephyr.bitspark.io,,ZEPH,"Financial Services,Payment Systems"
streamr.com,,DATA,DAOs
witcoin.io,,WIT,Media/News/Content
ico.1worldonline.com,,1WO,Social Media
coin-bet.bet,,LOTC,Gambling
tokendesk.io,,TDS,Decentralized Exchanges
ico.selfpay.asia,,SXP,Financial Services
eidoo.io,,EDO,"DAOs,Payment Systems"
justrose.org,,ROSECOIN,Events & Entertainment
coinlancer.io,,CL,Platform
kredx.io,,KRT,Cryptocurrency
srg.io,,SRG,Gaming Currencies
dovu.io,,DOV,Communications/Mobile
fizcal.co,,FIZ,Financial Services
enjincoin.io,,ENJ,Gaming Currencies
verifyunion.io,,UCN,Cryptocurrency
aion.network,,AION,Social Media
upfiring.com,,UFR,"Computing,Sharing Economy: Data Storage"
okolofutbola.io,,OKF,
rheatoken.io,,RHT,Cryptocurrency
clearpoll.io,,POLL,"Computing,AI,Data"
granthero.ngo,,GIVE,
domeplatform.io,,DME,"Platform,Internet and Infrastructure"
comsa.io,,COMSA,Professional Services
b2bx.pro,,B2BX,Asset Tokenization
uquidcoin.com,,UQC,Platform
blockmason.io,,BCPT,Financial Services
dentacoin.com,,DCN,Drugs & Healthcare
ico.robotvera.com,,VERA,
etherparty.com,,FUEL,"Energy and Utilities,Software Development"
goalbonanza.com,,GOAL,eSports
hometoken.io,,HOME,Real Estate
ico.betstreak.io,,BST,"Real Estate,Platform,Cryptocurrency,Software Development"
bbod.io,,BBD,Investment and Trading
kingsds.network,,SPARC,Sharing Economy: Distributed Computing
clout.io,,CLOUT,Media/News/Content
webcoin.today,,WEB,Cryptocurrency
moldcoin.jp,,MLD,Platform
hirematch.io,,HIRE,
sparc.network,,SPARC,Sharing Economy: Distributed Computing
terraminer.io,,TRM,Cryptocurrency
abjcoin.org,,ABJ,Payment Systems
zloadr.com,,ZDR,"Cryptocurrency,Media/News/Content"
indicoin.org.in,,INDI,Cryptocurrency
akminvest.com,,AKM,Investment and Trading
rouge.network,,RGE,Decentralized Marketplace/Commerce
lakebanker.com,,BAC,Decentralized Exchanges
snip.network,,TM-SNP,Social Media
aronline.io,,ARX,Digital Asset
cryptochip.io,,CRC,Gaming Currencies
bugu.network,,BGT,Digital Asset
baochain.tech,,BT,Decentralized Exchanges
astronaut.capital,,ASTRO,"Data,Investment and Trading"
langpie.io,,LPG,HR and Job Market
tokensale.doc.ai,,NRN,AI
flyp.me,,FYP,Identity Protection/Privacy/Reputation
egh.io,,EGH,Retail
soma.co,,SCT,Platform
plus-coin.com,,PLC,"Platform,Cryptocurrency"
tokensale.afterschool.ae,,AST,Sharing Economy: Distributed Computing
pylon-network.org,,PYLNT,Energy and Utilities
rpay.io,,R,Payment Systems
abiocoin.com,,ABI,Financial Services
ico.cryptopay.me,,CPAY,Financial Services
esrwallet.io,,ESR,Financial Services
bitlifeandtrust.com,,BLT,Financial Services
cryptogene.co,,CGT,Education
bookira.io,,BKT,Transportation/Logistics/Supply Chain
stashpay.io,,STP,Currency: Reserve
decent.bet,,DBET,Gambling
synchrolife.org,,SYC,"Platform,Travel and Tourism"
unikoingold.com,,UKG,Gambling
ambrosus.com,,AMB,"Decentralized Marketplace/Commerce,Transportation/Logistics/Supply Chain"
coveidentity.com,,SHEL,"Platform,Cryptocurrency"
ties.network,,TIE,Decentralized Marketplace/Commerce
readcoin.org,,RCN,Financial Services
opakeco.org,,KRM,DAOs
xronos.space,,XPO,Financial Services
acebusters.com,,NTZ,Gambling
hashrush.com,,RC,Internet and Infrastructure
goldmint.io,,MNT,Payment Systems
mywillplatform.io,,WIL,Investment and Trading
blockrx.com,,BRX,"Transportation/Logistics/Supply Chain, Drugs & Healthcare"
icon.foundation,,ICX,DAOs
aeron.aero,,ARN,Transportation/Logistics/Supply Chain
moncrypt.com,,MON,"Platform,Financial Services"
vcoinexchange.com,,SPRK,Platform
spheris.io,,SPRS,"Retail,Platform,Software Development"
bitair.io,,BTCA,Travel and Tourism
link.smartcontract.com,,LINK,Network
hackspace.capital,,HAC,Investment and Trading
assettoken.io,,AST,Sharing Economy: Distributed Computing
xjp.io,,XJP,Financial Services
centra.tech,,CTR,Financial Services
gimli.io,,GIM,Gambling
wolk.com,,WOLK,Sharing Economy: Data Storage
lescoin.io,,LSC,DAOs
prime-ex.com,,PEX,Real Estate
ab-chain.com,,ABC,Registration and Authenticity
presale.dolphin.bi,,DBIP,
matrexa.io,,MTRX,Payment Systems
tripally.co,,Ally,Communications/Mobile
ico.moneypot.com,,MPX,"Virtual Reality,Gaming Currencies"
axionv.com,,AXION,Investment and Trading
orenplatform.com,,OREN,
paragoncoin.com,,PRG,Marijuana/Legalize
seratio-coins.world,,SER,"Cryptocurrency,Investment and Trading"
kexcoin.com,,KEX,Real Estate
hedge-crypto.com,,HDG,Investment and Trading
medicalchain.com,,MedToken,Drugs & Healthcare
deep.gold,,DEEP,Internet and Infrastructure
kyber.network,,KNC,Investment and Trading
bannerview.com,,BCOIN,Decentralized Exchanges
dlsacademy.io,,DLT,Education
richcoin.io,,RCH,Gambling
herocoin.io,,PLAY,Gambling
electroneum.com,,ETN,Cryptocurrency
blocksale.io,,BOK,Platform
crowdsale.tokenlab.io,,LAB,Financial Services
matryx.ai,,MTX,Platform
cobinhood.com,,COB,Investment and Trading
eventchain.io,,EVC,Events & Entertainment
icobazaar.com,,TFX,Platform
blackmooncrypto.com,,BMC,Data
cindicator.com,,CND,Investment and Trading
bitjob.io,,STU,HR and Job Market
domraider.io,,DRT,"Retail,DAOs,Decentralized Marketplace/Commerce"
tokensale.anryze.com,,RYZ,DAOs
ico.zonto.world,,ZONTO,Cryptocurrency
aetherunited.com,,RUN,Sports
kinecosystem.org,,KIN,"Cryptocurrency,Social Media"
enigma.co,,ECAT,Investment and Trading
bitindia.co,,BITINDIA,Investment and Trading
ethino.com,,ENO,Gambling
mito.ipci.io,,MITO,Environmental Preservation/Ecology
rent-token.com,,RT,Cryptocurrency
coinequity.io,,CEQ,Financial Services
pluscoin.io,,PLC,"Platform,Cryptocurrency"
bmchain.io,,BMT,Real Estate
httsp://planescloud.io,,PST,"Computing,AI,Data"
crystal-clear.io,,CCT,Internet and Infrastructure
lookrev.com,,LOK,Decentralized Marketplace/Commerce
u.cash,,XUC,Financial Services
atlant.io,,ATL,Real Estate
internxt.io,,INXT,Sharing Economy: Data Storage
be-one.co,,B1,Education
maecenas.co,,ART,Digital Asset
realt.uk,,RLT,Real Estate
digitoken.tech,,DIGI,Media/News/Content
aventus.io,,AVT,Media/News/Content
betmaster.io,,BETM,Gambling
finshi.capital,,FINS,Investment and Trading
wanchain.org,,WANCOIN,DAOs
viberate.io,,VIB,Media/News/Content
bitpoker.io,,BTC,Gambling
techbench.me,,TBCH,Platform
wildcrypto.com,,WILD,Gambling
gracetoken.org,,GRCE,DAOs
airtoken.com,,AIR,"IoT,Communications/Mobile"
nativeblockchain.org,,NATV,HR and Job Market
stable.foundation,,STB,Fitness
dfantasy.io,,FMT,Gaming Currencies
jnet1.ru,,JNET,Investment and Trading
alismedia.jp,,ALIS,Media/News/Content
cryptosoft.org,,CC,Travel and Tourism
f2uphone.com,,F2U,"Computing,Application,Sharing Economy: Data Storage"
modum.io,,MOD,DAOs
oxycoin.io,,OXY,Investment and Trading
disledger.com,,DCL,
soferox.com,,SFX,"Cryptocurrency,Investment and Trading"
estate-coin.com,,ESC,Investment and Trading
prover.io,,PROFF,Registration and Authenticity
cryptonex.org,,CNX,"Education,Investment and Trading"
contsk.com,,CTSK,Payment Systems
real.markets,,REAL,Real Estate
iwtoken.com,,IWT,Cryptocurrency
monetha.io,,MTH,Cryptocurrency
tronlab.com,,TRX,Media/News/Content
chronologic.network,,DAY,DAOs
cartaxi.io,,CTX,Transportation/Logistics/Supply Chain
ico.diceybit.com,,dCBT,Events & Entertainment
litra.site,,LTD,Drugs & Healthcare
instacoin.pro,,INC,
tmission.io,,TMN,Payment Systems
blindcroupier.io,,WIN,"Sports,Gambling"
kickico.com,,KC,"Crowdfunding/Crowdsourcing,Investment and Trading"
reality-clash.com,,RCC,Gambling
nimfamoney.io,,NIMFA,"Cryptocurrency,Financial Services,Investment and Trading"
musiconomi.com,,MCI,Art & Music
boule.one,,BOU,Voting
ahoolee.io,,TM-AHT,"Retail,Investment and Trading"
hellogold.org,,HGT,Platform
ninthwonder.world,,PIN,
privateers.life,,LDM,Gaming Currencies
ico.snapup.biz,,SNP,"Retail,Decentralized Marketplace/Commerce"
solomonex.info,,SMNX,Cryptocurrency
descrow.org,,DES,Identity Protection/Privacy/Reputation
commodityadnetwork.com,,CDX,Ad Tech
farad.energy,,FRD,Energy and Utilities
avalon.nu,,AVA,Travel and Tourism
demeter.life,,DMT,Mining and Staking
ico.b2b-gbs.com,,GBST,
genevieveco.com,,GXC,Investment and Trading
token.cloudwith.me,,CLD,
ourinterest.org,,OCC,DAOs
easymine.io,,EMT,Mining and Staking
wardz.cc,,WDZ,Rewards Programs
unitlife.io,,ULT,Social Media
aldoin.com,,ALDO,Mining and Staking
kencoin.org,,KCN,
sale.latoken.com,,LAT,Decentralized Marketplace/Commerce
mpk.impak.eco,,MPK,
ico.baner.su,,BNR,Social Media
biotechintel.com,,BioNT,Drugs & Healthcare
clickauto.club,,ACT,Professional Services
payperex.com,,PAX,Investment and Trading
injoin.in,,III,Sharing Economy: Other
tracornetwork.io,,TRC,Decentralized Marketplace/Commerce
detectortoken.com,,DTCT,Gambling
natcoin.io,,NTC,"Rewards Programs,Financial Services"
nwa.ltd,,NWAS,Investment and Trading
smartcontractsales.com,,SALES,
theflik.io,,FLiK,Media/News/Content
slotnslot.com,,SLOT,Gambling
umbrellacoin.org,,UMC,Financial Services
rosenbridgedigital.org,,RDCR,Financial Services
decentraland.org,,MANA,Virtual Reality
glutoken.com,,GLU,IoT
godzillion.io,,GODZ,"Voting,Crowdfunding/Crowdsourcing,Investment and Trading"
cajutel.io,,CAJ,Internet and Infrastructure
vechain.com,,VEN,Transportation/Logistics/Supply Chain
lust.agency,,LUST,Social Media
intelligenttrading.org,,ITT,Investment and Trading
becksang.com,,BCK,Mining and Staking
ico.nexus.social,,SCL,Social Media
flipcoinsale.com,,ATM,Digital Asset
0xproject.com,,ZRX,Investment and Trading
etch.work,,ETCH,HR and Job Market
trackr.im,,TKR,
ico.bitdice.me,,CSNO,Gambling
tokensale.propy.com,,PRO,Real Estate
goldenfleece.co,,GFL,Mining and Staking
spankchain.com,,SPNK,Events & Entertainment
authorship.com,,ATS,Internet and Infrastructure
cryptowi.com,,WiC,Social Media
icos.icobox.io,,ICOS,
smoke.network,,SMOKE,Drugs & Healthcare
equiplatform.io,,EQ,
veredictum.io,,VENT,"Anti-Counterfeiting,Decentralized Exchanges"
bbiller.com,,BBR,Transportation/Logistics/Supply Chain
ico.justdatingsite.com,,JDC,Social Media
substratum.net,,SUB,Sharing Economy: Distributed Computing
daseron.com,,DAS,Decentralized Exchanges
btclotto.co.uk,,BOT,Gambling
sentigraph.io,,GRAPH,"Events & Entertainment,AI,DAOs,Data"
che-ss.com,,DFBT,Drugs & Healthcare
stuffgogo.com,,SGG,Decentralized Marketplace/Commerce
obsidianplatform.com,,ODN,Social Media
filecoin.io,,IPFS,Sharing Economy: Data Storage
ongcoin.io,,ONG,Social Media
huntbet.io,,HT,Gambling
inkchain.io,,MTC,Decentralized Marketplace/Commerce
fujinto.io,,NTO,
prospectors.io,,PGL,Gaming Currencies
rivetzintl.com,,RVT,Security and Protection
lampix.co,,PIX,Virtual Reality
indorse.io,,IND,Social Media
po.et,,POE,Registration and Authenticity
monkey.capital,,MNY,Investment and Trading
coss.io,,COSS,Digital Asset
plexcoin.com,,PLX,Financial Services
xplay.fund,,XPA,Social Media
exchangeunion.net,,XUC,Financial Services
vibehub.io,,VIBE,Media/News/Content
thebaobab.market,,BT,Decentralized Exchanges
betking.io,,BK,Gambling
101recoin.com,,REC,Sharing Economy: Other
nebl.io,,NEBL,Enterprise Apps
redticket.online,,RED,Media/News/Content
jelurida.com,,IGNIS,Digital Asset
authoreon.io,,AUTH,"Anti-Counterfeiting,Security and Protection"
nexus.social,,NXS,Social Media
digipulse.io,,DGPT,Digital Asset
theagora.io,,AGO,Decentralized Marketplace/Commerce
projectarena.io,,ARNA,Drugs & Healthcare
mingocoin.com,,MGT,Crowdfunding/Crowdsourcing
stox.com,,STX,Real Estate
nametoken.io,,NAT,Decentralized Marketplace/Commerce
archain.org,,AR,Digital Asset
tapproject.net,,TTT,Media/News/Content
ace.tokenstars.com,,ACE,Crowdfunding/Crowdsourcing
shadowtoken.io,,SHDW,Gaming Currencies
cointube.org,,CTB,Media/News/Content
smartift.com,,SIFT,Investment and Trading
blockoptions.io,,BOP,Investment and Trading
votesplatform.com,,VOTE,DAOs
digitx.io,,DIGITX,Artificial Intelligence
xaurum.org,,XGM,Real Estate
enledger.io,,EEC,Energy and Utilities
betnetwork.online,,BTN,Gambling
bitsdigit.com,,BITSD,
vistafin.com,,VISTA,Investment and Trading
revain.org,,R,Payment Systems
benja.co,,BenjaCoin,Ad Tech
hive-project.net,,HVN,Financial Services
rados.io,,STN,"Decentralized Exchanges,Investment and Trading"
rexmls.com,,REX,Real Estate
bhotspot.net,,BHT,Investment and Trading
sandcoin.io,,SND,"Asset Tokenization,Crowdfunding/Crowdsourcing"
tomahawkcoin.com,,TOM,Gambling
coinless.io,,CLS,
kuna.io,,KUNA,Professional Services
cldup.com,,PWB,IoT
solardao.me,,SDAO,Energy and Utilities
tokensale.tierion.com,,TNT,"Anti-Counterfeiting,Registration and Authenticity"
ziber.io,,ZIBER,Messaging
starwars.network,,SWC,
sosnovkino.info,,SNK,Real Estate
bitbounce.io,,CREDO,Financial Services
presearch.io,,PST,"Computing,AI,Data"
themem.io,,MET,Social Media
aigang.network,,AIX,AI
everex.io,,EVX,DAOs
tribetoken.org,,TRIBE,Platform
karbon.io,,KARB,Decentralized Marketplace/Commerce
opus-foundation.org,,OPT,Social Media
investfeed.com,,FEED,Internet and Infrastructure
crazybet.io,,CVET,Gambling
intellium-ico.com,,INTL,"Financial Services,Investment and Trading"
thechex.com,,CHX,Investment and Trading
ico.rasputinonline.com,,ROC,Events & Entertainment
anacoin.io,,ANAT,Social Media
paquarium.com,,PQT,
ethbnb.io,,BNB,
blockchain.aero,,MFL,"Internet and Infrastructure,Transportation/Logistics/Supply Chain"
cause-play.com,,VCB,Retail
hpgesports.com,,HPGC,Entertainment
peerbanks.org,,PeerBanks,Investment and Trading
miv.life,,MIV,"Events & Entertainment,Gaming Currencies"
district0x.io,,DNT,Social Media
act.foundation,,ACT,Professional Services
bowheadhealth.com,,AHT,Drugs & Healthcare
knows.online,,KNOWS,Education
aicoin.io,,XAI,"Investment and Trading,Prediction Market Platforms"
8circuitstudios.com,,8BT,Media/News/Content
coindash.io,,CDT,Sharing Economy: Other
agrello.org,,TM-AGRELLO,DAOs
blockcat.io,,BCAT,DAOs
tgtcoins.com,,TGTCoin,"Cryptocurrency,Investment and Trading"
immla.io,,IML,Transportation/Logistics/Supply Chain
pillarproject.io,,PLR,"Cryptocurrency,Software Development"
bolenum.com,,BLN,Investment and Trading
autoria.io,,AUT,
cryptoabs.com,,CABS,Financial Services
coinjob.net,,XCJ,HR and Job Market
fucktoken.com,,FUCK,Cryptocurrency
dentwireless.com,,DENT,Communications/Mobile
mass.cloud,,MASS,Professional Services
mass.cloud,,MASS,Professional Services
ico.suretly.com,,SUR,
insurex.co,,IXT,Insurance
ammbr.com,,AMMBR,Sharing Economy: Other
digitaldevelopersfund.com,,DDF,"Cryptocurrency,Internet and Infrastructure"
altocar-ico.com,,ALTC,Transportation/Logistics/Supply Chain
w3coins.com,,W3C,Cryptocurrency
eros.vision,,ERO,Payment Systems
royalkingdomcoin.com,,RKC,Cryptocurrency
adshares.net,,ADST,Decentralized Marketplace/Commerce
blocktix.io,,TIX,Events & Entertainment
mothership.cx,,MSP,"Platform,Software Development"
7ype.com,,7ype,Media/News/Content
startaico.com,,CRS,Investment and Trading
santiment.net,,SAN,Prediction Market Platforms
monsterbyte.io,,MBI,Gaming Currencies
dimcoin.io,,DIM,Cryptocurrency
battledrome.io,,FAME,Events & Entertainment
millofblood.com,,TEIO,"Identity Protection/Privacy/Reputation,Security and Protection"
tezos.com,,TEZ,"DAOs,Financial Services"
